PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,Survived,PassengerId,LastName
-1.0576416598098444,-0.4003008875843181,0.8837626427534636,-0.8511436219736688,-0.17344799567591299,1.1582535553087911,1.1182343873740606,-0.5180671875366322,-1.1435300984766557,0.7548791560714707,-0.1190033846643582,-0.5298717832083546,0.35662771628180445,0.11922915099133412,-0.04529433067707085,-0.01636121515392798,0.9787426067996265,1.4004762934241475,-1.2490772177595826,-0.008665367894308355,-2.313990450924466,-3.506400165953812,-1.904618566720084,-2.147144411270683,0.4529357576543559,-0.30293795472201474,0.14206670391160858,-0.027773107174788595,-0.07677837648963758,0.3894700844589492,-0.1254724265457069,0.016151743926806395,-0.10708765787640996,-0.08011282953925476,0.0072014260441972755,-0.013648055548747373,-0.017294638651790782,-0.11146344464056722,0.08891624398938124,0.018021059000114997,-0.002689335390186626,0.015748826223897477,-0.002817294581575893,5.858440189717831e-13,6.484586930629273e-14,2.0021066185914734e-13,3.552701653664856e-13,0.03626045096880471,-0.5511575640018618,-0.6146717903142814,-0.0003633928877884072,-0.08598105492845123,-1.0194675038211425,-0.45507106650579887,0.14699173921191228,1.2685965601930962,0,1,Braund
2.6351085790532403,-0.3936505203925214,0.0905855557476787,-0.7884127492722108,0.34005653433363114,0.16605870290681765,0.15637657048739065,-1.2293361307785158,-0.7928909761293091,0.5299102601792088,-0.7104154850898956,0.77398149047674,-1.5101592682992844,-0.1334801715003049,-0.9279420034290694,0.34099324853750035,0.2754276736161654,0.3268524311937466,-0.08544223248018178,-0.34230296418241224,0.012009660925340795,0.03852659417302941,0.059478753282666066,0.015277223733180243,0.0854952377437565,0.022190968143998024,0.02372312755587755,-0.021758143453037407,-0.05280904620973067,-0.029957490485123632,0.04745934765741046,-0.031182103847757544,0.0027391568387111526,0.005337081139622402,0.017635904049145876,-0.017031479161887172,0.00987804973347168,0.004273028152778226,-0.01008970555014487,0.005481380237455016,-0.002354413782107378,0.0009020397255280129,0.000991338904141593,-4.45938755768104e-14,-3.520946136246362e-15,1.507962901335311e-14,-2.1129257893433154e-14,-0.08711296928104582,0.08223442980502972,-0.133462875960697,-0.16771853899980832,0.6833419075062891,-0.1431817843996598,0.45635929600358405,-1.0292704540193471,0.09158359164836685,1,2,Cumings
-0.10238717549189415,1.7603103445189807,-0.771833629400575,0.5887095985216626,-0.19752638373982367,1.4516621210105327,2.437783501195052,-2.5791821701565705,1.5004183423313067,0.06147449273758812,1.0896349515460737,-0.3585744224907739,-0.38853884217906287,1.673222772602986,-0.1710119592061634,-3.134920307661811,0.4981493327965237,0.667178240076947,-1.7538785262574612,-0.4801097698530897,4.313867855686532,-3.716306132265524,0.2809169121191697,-0.7069457911830422,-3.40534558990572,0.5241928428596043,0.9432859608855492,-1.6844445272345558,2.98867045556201,-2.459217727432026,1.5230944454076136,-4.055704903240048,1.2062597817065397,-2.783150282557259,-0.9438442799440709,1.11092870108651,1.2840698367344958,-0.5333145384560559,-0.13502965645889176,0.5461180149136964,-0.10406620149877543,-0.10484708137005104,-0.035362809139256504,2.6873538142078077e-13,7.605879845617941e-13,2.1210046338949553e-14,-1.971547021118e-12,0.1620271861476418,-1.9596931126500738,0.8165638458156957,-0.34562205041931815,0.3103804673203582,5.685293567005801,0.22140980288120982,-2.390395905638527,-2.080805376634098,1,3,Heikkinen
1.601364587229679,0.21288368905229255,-0.3591111917734019,1.495332689440466,-0.8077414013395768,-0.18969570293139587,-0.4239081628791209,-0.4120903884394643,-1.4141804405939582,0.33633966769044193,-0.542223004807951,0.12467862706161899,-1.2283887731403706,-0.36021949365962225,-0.9533488099536174,-0.16342221250214134,0.3604999467252466,0.10566129465030653,-0.5141152042127555,-0.40651335893043483,-0.0658702354227042,0.07895926293344316,0.04442570586278748,0.03595011847639385,0.15117651661163906,0.016073388617361118,0.07631320950154052,0.004179140525267772,-0.05424156278391357,-0.03755529153660716,0.04643027963172706,-0.02402810500760828,0.0072376014041646754,0.0008768972888324441,0.010251442397254664,-0.020902790400079634,0.016572934895311375,0.005182038922603681,-0.009516077013630034,0.00581997990155658,-0.002954201534686025,0.001831056555976741,0.0012355378294202773,-2.0042525679088754e-14,-3.964615595405591e-15,2.1705605756886122e-14,-1.1586710020397375e-14,-0.09516575923692357,0.06233107219919003,-0.05769592454203148,-0.14542480505160904,0.8013308934545637,-0.030635937331201228,0.673633004346842,-0.4329705262430276,1.1407233463333168,1,4,Futrelle
-0.9173669719287842,-0.4492768240745825,-0.486933916201539,0.3203598278978662,-0.27882966210901816,0.1405855694077994,0.05414938388431091,-0.019814225641191514,-0.29858517646358396,0.024425486830477888,-0.11095562757472541,0.14064810485990795,0.13472782704966235,-0.09161103601192058,-0.17706033810896682,-0.17232790476957274,-0.1343225259593681,-0.051080173565570965,0.2786219858918322,-0.01629615690742,0.015860602746569363,0.020781369058272308,-0.03025875082688332,-0.01986592699090452,-0.04211146344896128,0.030301521222394753,-0.04472257475450203,-0.032451411147140466,-0.01583786263266947,-0.02654660715766611,0.0090896831554839,-0.011909185493692834,0.006457281659901413,0.004552128818442143,0.011406579547240824,-0.007310307127558919,-0.0020234432415735222,0.008823547708172643,-0.009534677752966805,0.002570139185732644,-0.004936400732651627,-0.00018171880817855672,0.0006098539911523012,-5.4937587098368206e-14,-1.381248583078665e-14,7.09331595326131e-15,-1.8948705056348325e-14,-0.10648491340673759,0.08037515016323556,0.07092302736119875,-0.161152993334239,-0.130676963744708,0.29598247621290624,0.008595883217181358,0.0823454980632842,0.0774156758071072,0,5,Allen
-0.8544087809319261,-0.25747695810150123,-1.599053323954329,-0.720586760155137,0.2579106099199245,-0.19765794939352235,0.006249612811655298,0.502887360016905,0.20969653495341395,0.16776950813473696,-0.28231391617555857,0.2462116942042316,-0.4461088062834714,-0.7786394570541016,0.7433567349948476,0.9504159500982969,0.1723566497659629,-0.1332321304241674,0.021365491626256825,-0.04795295534378449,-0.028822105185985884,0.022573218284715705,0.011728979211319334,-0.0008581690832261201,-0.002876904901898428,0.030667241476013758,-0.04128694767691936,-0.040456803964209205,-0.023425158829956064,-0.030426687639906892,0.01405195539205587,-0.019946789363915262,0.006868214351836708,-0.0024009575874322435,0.006269165173537556,-0.004168895300729396,0.0028625799455562727,0.004956749711045078,-0.009788410897987328,0.0033513529232054836,-0.004961843744423789,0.0008066211450941267,0.000497114090865122,-2.5572667891431075e-14,-4.094484188932396e-15,1.8809686491616195e-14,-1.8381328044311526e-14,-0.10909902490710953,0.06503054972687138,0.0842504111254187,-0.09713871590615913,-0.38924124142994476,-0.060332860801674514,-0.4473866186941805,-0.417834213316546,-0.9068765882612356,0,6,Moran
0.590900871850721,-1.5324639547013723,-0.16370783074158404,1.2522213551792674,-0.5798794131157324,0.35492743204237853,-0.03405755165935335,0.9133344486252494,-0.5998583819930426,-0.21431873625944226,0.4083618105509504,-1.12899291368722,-0.6407074289500756,2.0726876613461966,0.7199966276386855,1.74494136753761,-2.4868347144823466,-0.4529626377244227,-0.37465729713254775,0.0067033669632009215,0.17150202974240836,-0.432617145065018,-0.08444386641926349,0.07697350543802979,0.02738273693571296,-0.012999461067900772,-0.08645672880347746,0.009139127912521923,0.00646895607745831,0.027912533921026557,0.002404124794182315,-0.014884959005672592,-0.03077701841180371,-0.0036922139694721165,-0.000585728358158835,0.016681129980144076,-0.013799917658128123,-0.026466584405309437,-0.006176480130445356,0.0011396628362237945,-0.004872805668248376,0.011187661093052756,-0.0006795510545535728,1.980950482696386e-13,1.5721397410759753e-14,1.0956584589801726e-13,1.5695593879405656e-13,-0.14939699960894354,-0.14477431881181335,-1.0879914946332092,0.8891797536581094,0.2872997712509154,0.8293800075164608,-2.450380385924977,0.5649951681183454,-0.13698459093589363,0,7,McCarthy
-0.82610567427701,0.8242129569337561,0.8039070233771469,-1.0141039705666963,-2.408199866888778,-1.7046905571471718,-0.8835645073990485,0.40650670950586587,0.5502533189844692,0.054456090599416494,0.1289738803937339,0.21758046728998012,0.19319320135983134,0.6143398308761377,-0.3469138280922425,-0.19826089516106,-0.43861285298687874,1.4048261277215748,-0.5343012942339179,0.011159016990334232,-0.3052969845071913,-0.034526130833343244,0.03680299020104217,0.21354583723291198,0.1504689694114304,-0.039163397197637374,0.024692156016581222,-0.02102480556279498,-0.08658458323378038,-0.02702693837443544,-0.002421798393483297,-0.03785292367104431,-0.006117293419033661,-0.030276106457648784,-0.006725099378891404,-0.016885729844563217,0.016850368309708416,-0.020238677283251388,-0.007050946174872646,0.015669679154361356,-0.0032553469599262267,0.004727086449255385,0.0008052924758250546,4.415769144279844e-14,1.7132409410448242e-14,6.312640748366685e-14,1.2809867786539469e-14,-0.1047191478972274,-0.11586241746422382,0.2898841656796163,1.465721036158994,0.7523749087696593,0.4820024286975058,0.9334286855482963,0.3532534160010874,-0.0826951988929061,0,8,Palsson
0.1376229186818946,1.3751898042893649,-0.17313173801010567,0.7017588869540771,-0.3251788945956035,0.029892325351445547,0.14094506058938558,-0.06482210682001112,-1.4196816026607333,0.4943118667209652,-0.2837165984576203,1.4193068230225119,0.4748032582300304,-0.06275070557556922,-0.5933486548934869,0.17049689660466522,-0.25757841426855227,-0.08404043911053537,0.3012548476610451,0.06751971865119492,-0.24009188247861776,0.09109353487694945,0.030354351333412726,0.07885922767246693,0.04284272699794561,-0.010524346278687025,-0.008022691523713947,-0.02256316423379698,-0.035652159632000954,-0.08131581398406947,0.01716566341327348,-0.022795244055058027,0.013002097191450302,0.00512233259157328,0.02282400724407632,-0.02227950433941946,0.01086367226280228,0.012350158130677255,-0.018277236111271192,0.001135639633230128,-0.007644618350638453,0.0006925872515369476,-0.00010911640429969498,-4.428087107992249e-14,-1.1163373830739193e-14,2.3350504945957613e-14,-1.4453772547682817e-14,-0.13431885474232713,0.24364322689547036,0.07276962210958599,-0.26344512070034704,0.9496315831364939,0.19968378490532676,0.23371111919532642,0.18691708284762745,-0.27036146560840807,1,9,Johnson
0.6695264583369471,1.0684843429023037,-0.11198626570001387,0.13060236464530778,1.3771798550585976,-0.8194937429485655,-0.6504025964489126,0.1394584592141873,-0.17011022043242333,-0.3883442974674639,-0.2753296873053145,1.618747575495079,0.20777141251827422,-0.01202444438652825,-0.8367469792091962,-0.011071744060062358,-0.41746711194181885,0.2558168265829573,0.020869469789671694,-0.3292124326151871,-0.06954530119237472,-0.026108815084981595,0.11720212487755566,0.04064527045125746,0.058253909484559774,-0.01956176481628241,0.03101305888215018,-0.06336504129317415,-0.06916292407550645,-0.02290460505064589,0.035902734429516775,-0.007615395191749441,0.011635248236502787,-0.005126406802641974,0.010780825635434171,-0.01868398419166982,0.010076496446576525,0.0062460408278655795,-0.010957255609385335,0.011258041957373628,-0.007321315398692518,0.0024618947973807934,-0.00010736221213268332,9.873138796823336e-15,-7.018148225067642e-15,2.5889129304002645e-14,-1.353820668088526e-14,-0.14274128611684053,0.08871265448122125,0.13926316272598394,-0.07152892106917927,0.9093795579423458,0.07465128819804039,0.11903596203097848,-0.00352457675305364,-0.22026539525367814,1,10,Nasser
