x0,x1
6.551360056671155,8.794159981097527
3.7834649530731124,6.964817666859508
8.760483101515012,9.235040356609106
6.61272647461114,6.7318842329254185
5.124395091578384,3.030083147769236
5.790171826058099,9.498498294580633
6.789738843745773,2.0453198211585
7.744188643411282,9.570027159325411
5.3951435592934835,3.6949421406280827
8.836754695137387,6.2448881812191095
0.6806069709917573,3.5005348964845364
9.94456753945626,9.113011592807887
0.2298897041209147,2.081893345777593
0.9804611704103183,2.106011018372321
9.446926967234695,5.737216739249121
8.244349863060936,5.688483429662021
2.8016133139876476,6.593261707864383
7.755909159243695,2.8254952182385895
7.620738492586868,5.9425837217018485
0.7540686021086274,9.700916799687851
8.440686240564073,1.395143075380565
1.0470330447662324,8.213788854751495
0.17960743955979575,8.007809030547584
9.061179883490398,2.6693767545572102
6.076561464155672,0.7905176363796662
0.5535219422028914,3.337052164139421
1.9556117530618466,4.081884290660053
3.879387591047477,4.20849400498409
7.732276578005507,7.546481709267009
6.325648368387691,6.471187274433335
