x0,x1
0.18760778563772773,0.8458585493697234
0.1454276321175183,0.37659038064238526
0.5762998715956306,0.09151803213383514
0.3782702441276745,0.6446094423685885
0.532096627301335,0.7368708326333163
0.8169873701050657,0.8778968935641521
0.2253574028335955,0.6437452814944666
0.896680491399597,0.1999887735849719
0.5192431748409297,0.5538701569377815
0.34971839889413747,0.480994427720113
0.22083491291932544,0.5864665063543246
0.06144096278903399,0.9069225903409448
0.6329672987246241,0.17417867715135038
0.15055730919431787,0.6907761715159932
0.606708102889567,0.9216102138152417
0.12859200481272048,0.06508988867843057
0.010857006082575227,0.987749006633883
0.09650265462558849,0.9281938350168948
0.6587516515955884,0.2941299220132748
0.9311499313010958,0.7951769646335805
